tax	numbers	balanced accuracy	AUC	AP	round
Alphaproteobacteria	976	0.5850072943552912	0.8254825496577265	0.9886001813155044	98
Betaproteobacteria	537	0.6966039854055571	0.7636472074094864	0.9758041090062624	98
Gammaproteobacteria	1412	0.7317833784324907	0.8246107922486076	0.9861006768422623	98
Actinobacteria	1538	0.9056678765008277	0.9683150111156245	0.995178424214541	99
Firmicutes	1869	0.9087385615526846	0.9690941103037298	0.9703666500616056	99
Bacteroidetes	854	0.9620275577876505	0.9917423218079969	0.9961302118649734	99
Proteobacteria	3210	0.8293984972203433	0.9102946211007511	0.9856062452411416	99
Alphaproteobacteria	976	0.6520450162622686	0.7815819013902081	0.9862549622689092	99
Betaproteobacteria	519	0.7022727272727273	0.8720959595959595	0.9921610914884901	99
Gammaproteobacteria	1413	0.6476743630763353	0.8301676177741697	0.9859957945739489	99
