trait	alpha	aic	logLik	GBDT40	Dstats
K18120	14.8294320889036	887.306411998874	-441.653205999437	No	0.273
K14534	12.1612945621204	1566.03067016154	-781.01533508077	No	0.006
K13683	12.2210213050632	1845.85176887442	-920.925884437209	No	0.494
K03385	10.3564919966647	2465.71493513754	-1230.85746756877	No	0.632
K15876	11.8121103006589	1870.25677103828	-933.12838551914	No	0.338
K01318	32.7386080436043	1447.9375347882	-721.968767394099	No	0.009
K17609	7.65217885825711	2117.09517378464	-1056.54758689232	No	0.782
K01035	16.0390319230755	2612.99798622456	-1304.49899311228	No	0.011
K01034	14.4023276731401	2802.3702500769	-1399.18512503845	No	0.057
K07319	38.7832143830846	2509.23248514089	-1252.61624257045	No	0.0
K00248	6.77053237057329	1744.5331737917	-870.266586895849	No	0.953
K22298	6.89499223086912	1078.65517085786	-537.32758542893	No	0.998
K12349	13.0815410032962	1701.37562808693	-848.687814043467	No	0.56
K00613	30.9320939594149	2038.37944112106	-1017.18972056053	No	0.0
K19165	23.2042773136981	1890.47367817396	-943.23683908698	No	0.0
K22745	24.5395643402968	1129.33128154773	-562.665640773867	No	0.192
K00113	11.1200925493113	2078.7142663667	-1037.35713318335	No	0.764
K00112	10.4844252309553	1309.07915879404	-652.539579397021	No	0.943
K16261	23.7215472012329	791.226254984551	-393.613127492276	No	0.601
K10532	8.62518467283947	2325.56356919194	-1160.78178459597	No	0.913
K05964	20.4738054338023	1734.99008565995	-865.495042829976	No	0.328
K16323	9.75118861375929	707.049883553753	-351.524941776877	No	0.992
K08153	10.2528362603201	996.59053987744	-496.29526993872	No	0.983
K03817	11.0358712096847	3546.21473123216	-1771.10736561608	No	0.634
K00008	23.1201957252197	2278.88807798513	-1137.44403899257	No	0.0
K12700	11.9045052595352	1362.69742743425	-679.348713717127	No	0.896
K11102	9.93672319581817	2003.24016914982	-999.620084574909	No	0.977
K13580	18.8287967548275	427.725689353259	-211.862844676629	No	0.998
K13609	27.5454197052584	1969.10667989664	-982.553339948321	No	0.353
K17228	25.5898517464818	3819.32687872771	-1907.66343936385	No	0.001
K18337	30.4052310506582	871.401979329955	-433.700989664977	No	0.348
K07046	16.035405643268	5548.23856744525	-2772.11928372262	No	0.0
K12661	34.9199588033279	1769.83683600918	-882.918418004588	No	0.001
K00998	2.33621082582634	393.240881458033	-194.620440729016	No	1.0
K12242	20.7117696472316	1239.76718105102	-617.88359052551	No	0.591
K12240	62.7163511429643	1614.70730882952	-805.353654414758	No	0.0
K13874	33.8632708606982	1909.43448458615	-952.717242293073	No	0.024
K12536	31.7419094866325	897.462311811084	-446.731155905542	No	0.81
K12252	17.1823580690511	1181.86126338708	-588.930631693542	No	0.851
K00394	13.5706053182291	3202.50559563261	-1599.2527978163	No	0.086
K10012	11.2924327838013	2178.81760393098	-1087.40880196549	No	0.836
K12962	22.7273657824147	2731.02394987575	-1363.51197493787	No	0.101
K12658	17.1842221500943	3679.81570935835	-1837.90785467918	No	0.229
K21060	32.6266242612823	930.531945018415	-463.265972509207	No	0.345
K11249	30.2960555054724	3588.27802427132	-1792.13901213566	No	0.0
K07116	20.7720531258342	2809.13482773091	-1402.56741386546	No	0.131
K08191	14.2779569227956	2750.24126154169	-1373.12063077085	No	0.892
K14055	5.12255117008015	1119.24011169432	-557.620055847162	No	0.997
K21021	27.315967015469	1700.89031962241	-848.445159811203	No	0.728
K11734	11.0618747809542	670.45770604503	-333.228853022515	No	0.998
K03923	19.9079898643477	3579.690300721	-1787.8451503605	No	0.244
K11354	19.493475757206	1682.27267561086	-839.136337805428	No	0.382
K04691	12.3733426848809	950.261397420115	-473.130698710057	No	0.997
K03535	22.9553133433573	1467.38210652247	-731.691053261233	No	0.859
K07286	2.34200709568636	653.659166853339	-324.829583426669	No	1.0
K00066	33.4277842816939	2237.98122365329	-1116.99061182665	No	0.002
K21711	11.8530948579172	341.377428323938	-168.688714161969	No	1.0
K05787	3.52489919601286	553.509486101564	-274.754743050782	No	1.0
K03721	5.79995699773859	1731.41569270111	-863.707846350555	No	0.999
K18968	28.232921148855	914.480519180303	-455.240259590152	No	0.923
K13378	9.62587312793593	1557.74370224597	-776.871851122983	No	0.994
K02742	4.32290925273589	665.094064942652	-330.547032471326	No	0.999
K03668	9.55442637512559	1719.00947641785	-857.504738208925	No	0.958
K10531	22.8162179286664	2671.21390926262	-1333.60695463131	No	0.223
K03331	29.2100262785351	1468.31606623289	-732.158033116444	No	0.141
K23271	29.9925005794323	2048.95671380631	-1022.47835690316	No	0.007
K02508	32.7955915490967	924.411785156276	-460.205892578138	No	0.795
K13299	25.9626150400495	1117.30671969801	-556.653359849005	No	0.324
K11917	35.4979071561249	710.076983494686	-353.038491747343	No	0.843
K07782	24.4235134818958	831.601274778149	-413.800637389074	No	0.984
K18457	36.0776754737231	1536.59866115304	-766.299330576521	No	0.035
K18954	24.9785180105607	2189.20047226384	-1092.60023613192	No	0.398
K03288	25.6291635198945	1321.39944009479	-658.699720047397	No	0.94
K08985	1.40512305017062	185.910759437091	-90.9553797185454	No	1.0
K01766	4.6322720487694	378.545287414754	-187.272643707377	No	1.0
K05517	13.0186248383984	836.388623147479	-416.194311573739	No	0.996
K21620	18.4931150992972	941.524261241444	-468.762130620722	No	0.763
K06160	28.6674127651237	2303.97841209109	-1149.98920604554	No	0.058
K17213	28.6988923556645	1880.74342843929	-938.371714219646	No	0.353
K13541	10.1951191692642	1320.56551864317	-658.282759321587	No	0.948
K16291	14.3519292735553	911.226083804268	-453.613041902134	No	0.977
K07690	34.1989591585061	835.226682252978	-415.613341126489	No	0.958
K02048	17.5496218754153	1277.05108642259	-636.525543211297	No	0.965
K14257	41.7198714001713	1057.29738221529	-526.648691107644	No	0.0
K13875	19.7851269029297	2189.80397864645	-1092.90198932323	No	0.531
K19744	45.1232140829476	612.016896564365	-304.008448282183	No	0.743
K21829	32.997439394516	1213.03401947619	-604.517009738097	No	0.526
K21826	10.9940439732612	1579.85854237768	-787.929271188842	No	0.97
K22551	19.4639830054274	1686.98044623877	-841.490223119384	No	0.431
K11894	32.2426822027248	2507.87722353981	-1251.93861176991	No	0.013
K12253	29.4708472001642	447.694149076581	-221.847074538291	No	0.864
K23243	21.5474145049436	938.172902661483	-467.086451330742	No	0.98
K02336	5.67310972108481	977.921377306692	-486.960688653346	No	0.999
K23184	51.4236019667126	1015.28651558014	-505.643257790071	No	0.186
K05597	21.7961238230085	515.83877122351	-255.919385611755	No	0.97
K08324	13.9973547696893	677.406806000314	-336.703403000157	No	0.991
K01706	22.5261665253376	3914.32076694079	-1955.1603834704	No	0.032
K09898	1.54320608943597	667.078242399203	-331.539121199601	No	1.0
K05375	10.834333395428	3716.68968772365	-1856.34484386182	No	0.772
K01071	18.2521063688394	4037.56219268294	-2016.78109634147	No	0.016
K12255	28.1170512134783	1438.81809679588	-717.40904839794	No	0.766
K12994	17.6135547452849	3606.16329495095	-1801.08164747548	No	0.0
K12993	39.1630192074604	2847.7573079406	-1421.8786539703	No	0.0
K18827	75.6670962536391	2079.45285960502	-1037.72642980251	No	0.0
K09923	5.05669841738097	1073.13355362617	-534.566776813084	No	1.0
K22486	37.0913505164494	998.792034784074	-497.396017392037	No	0.296
K07790	37.1759797489871	590.284789268726	-293.142394634363	No	0.75
K00840	17.2326313372657	753.870627169377	-374.935313584689	No	0.997
K21825	9.50074768147129	450.247664304718	-223.123832152359	No	1.0
K14744	40.8404610029282	1465.87040799013	-730.935203995063	No	0.38
K02442	24.8020846312441	901.323286416698	-448.661643208349	No	0.958
K02482	12.7429813864507	4164.6803589883	-2080.34017949415	No	0.149
K14052	22.1165910730296	2957.68519901933	-1476.84259950967	No	0.558
K18540	46.6600023794262	611.557674169312	-303.778837084656	No	0.704
K21966	44.5584302252819	966.918114708317	-481.459057354158	No	0.425
K00117	23.9290968597294	2272.20650686106	-1134.10325343053	No	0.757
K11913	29.9421800826671	944.140969362397	-470.070484681198	No	0.152
K11912	17.0104101007329	539.480987907487	-267.740493953743	No	0.921
K13935	31.3518381799845	1695.62260397336	-845.811301986679	No	0.496
K21990	20.1372374539714	2606.28934733253	-1301.14467366626	No	0.35
K00471	26.08501822215	1305.87969321363	-650.939846606814	No	0.42
K17735	15.4365973180318	2364.97892473945	-1180.48946236972	No	0.705
K21832	18.0795956733822	2022.44122791791	-1009.22061395896	No	0.776
K01506	22.7296763447508	2149.93870588096	-1072.96935294048	No	0.567
K00468	15.5073873576126	1144.03605572534	-570.01802786267	No	0.947
K02439	2.27987417730837	686.171671753569	-341.085835876785	No	1.0
K02848	13.4619014078155	688.23037015899	-342.115185079495	No	0.987
K04093	6.06010475536437	2013.13732782148	-1004.56866391074	No	0.995
K19803	15.3512427967225	758.927230820258	-377.463615410129	No	0.99
K14083	4.96540616183269	1397.49718702838	-696.74859351419	No	0.899
K19073	28.079689301484	708.117497186965	-352.058748593483	No	0.401
K15783	13.7480990937869	1685.9976721415	-840.998836070749	No	0.854
K15785	15.3649150765062	1741.78578075995	-868.892890379975	No	0.739
K14660	2.80339103539467	652.842914493065	-324.421457246532	No	0.997
K06118	12.425246058563	2226.5804070956	-1111.2902035478	No	0.506
K22133	22.1284491086767	1065.84091155127	-530.920455775634	No	0.34
K21555	16.2858965939888	827.524867894266	-411.762433947133	No	0.178
K10235	9.87686002724719	637.946768223813	-316.973384111907	No	0.988
K04027	13.3838506710712	3710.51770450476	-1853.25885225238	No	0.0
K04024	14.704553566157	2150.0999908105	-1073.04999540525	No	0.015
K04028	12.1082898460304	3544.53918697785	-1770.26959348893	No	0.008
K13922	16.6273368687537	1832.14010175603	-914.070050878014	No	0.019
K13641	14.4968419689758	3012.31392129593	-1504.15696064797	No	0.804
K01178	15.2914793159952	2423.09240861403	-1209.54620430702	No	0.141
K15856	18.3661687492625	2556.49419710695	-1276.24709855348	No	0.001
K07812	23.3286354701332	1255.53239162269	-625.766195811345	No	0.536
K08720	6.28747421194417	428.557865932191	-212.278932966096	No	0.999
K04775	5.59616424946024	762.451366798804	-379.225683399402	No	1.0
K18702	23.4917899403854	3712.25830554514	-1854.12915277257	No	0.0
K00315	7.92686964763043	1140.68438988849	-568.342194944243	No	0.973
K20249	10.676867598146	389.808636314503	-192.904318157252	No	0.983
K14451	1.75847300203529	114.163653348361	-55.0818266741803	No	1.0
K01535	24.4034372152912	1832.09494813262	-914.047474066309	No	0.0
K15782	19.4466698138354	2148.84493386191	-1072.42246693096	No	0.61
K11924	17.642739387631	1587.76640728106	-791.883203640529	No	0.838
K08688	20.3005176152364	1899.55293285453	-947.776466427263	No	0.212
K22014	150.539514077789	1489.49161515156	-742.74580757578	No	0.0
K09988	17.4136829913736	2876.47761359978	-1436.23880679989	No	0.012
K15868	24.4618096167881	1292.08101198948	-644.040505994739	No	0.281
K22300	30.3531979352306	3840.89439417567	-1918.44719708783	No	0.0
K09161	8.22955171149119	1662.50983433157	-829.254917165786	No	0.916
K16260	19.2400883683827	1148.26866451084	-572.13433225542	No	0.599
K07724	27.1117827007069	2314.27953361962	-1155.13976680981	No	0.269
K08982	18.0398877474326	6245.36000230143	-3120.68000115072	No	0.0
K07014	2.61439155416875	1602.43139112685	-799.215695563424	No	0.991
K01138	15.8097716440568	2032.27159762031	-1014.13579881015	No	0.171
K01136	14.8547797622039	1530.35895342644	-763.179476713219	No	0.041
K18234	27.0029247018795	4838.25839175822	-2417.12919587911	No	0.0
K00469	16.0478883789253	773.997373781135	-384.998686890567	No	0.714
K12454	16.0214138802058	2541.39959148989	-1268.69979574495	No	0.001
K15736	13.9588595723996	4010.65161391949	-2003.32580695975	No	0.192
K08097	5.92315703763702	1798.64745173137	-897.323725865686	No	0.91
K01216	14.0315476781843	4259.05296637544	-2127.52648318772	No	0.05
K07051	14.5555324576782	2468.157051146	-1232.078525573	No	0.294
K18910	20.8361360009968	3757.59078677658	-1876.79539338829	No	0.0
K17257	15.265010619565	1224.12384449005	-610.061922245024	No	0.073
K20525	28.4672838053101	1852.06059165891	-924.030295829454	No	0.001
K15855	24.2958570197591	1439.98664374409	-717.993321872044	No	0.155
K01529	4.30788392833495	1099.37515559009	-547.687577795044	No	0.999
K14459	37.5270576705327	815.848926797311	-405.924463398655	No	0.06
K03332	21.6696733834721	4014.27408969985	-2005.13704484992	No	0.0
K14379	16.1368362184092	2361.35651040057	-1178.67825520029	No	0.1
K11165	19.7185264701961	968.396927106499	-482.198463553249	No	0.457
K10808	8.57544808746847	795.914817744005	-395.957408872002	No	0.987
K10807	8.78431527531402	717.267782653517	-356.633891326759	No	0.961
K00367	15.4153861034854	1006.66080344853	-501.330401724264	No	0.734
K13043	4.12181927103655	678.521983665591	-337.260991832795	No	0.999
K20968	25.9074847521959	1680.6847594622	-838.342379731102	No	0.016
K05776	7.82121650732579	1836.19231042581	-916.096155212904	No	0.986
K01444	8.73886119544305	1454.36618167213	-725.183090836064	No	0.945
K23424	11.0556333715677	1464.99956416776	-730.499782083881	No	0.022
K18333	16.0303246762306	2018.28463614905	-1007.14231807452	No	0.464
K14259	17.3137535435968	1817.99459432318	-906.997297161591	No	0.133
K11418	11.5587368671035	2079.82644357321	-1037.91322178661	No	0.204
K11748	12.5222378430812	1768.07453575303	-882.037267876516	No	0.926
K13002	24.6708944713397	1971.21673417027	-983.608367085136	No	0.0
K16213	15.1177353183882	2350.62400787463	-1173.31200393732	No	0.042
K06330	14.8608863113263	2501.84947195817	-1248.92473597909	No	0.029
K01224	23.1087215849755	4232.45773913759	-2114.2288695688	No	0.0
K21575	8.82432446206914	1410.58255226594	-703.291276132969	No	0.952
K21898	7.74249374982661	3068.35978720665	-1532.17989360333	No	0.036
K09785	6.97405550108061	531.178589658261	-263.589294829131	No	0.986
K16149	4.4923783302235	1241.46299693894	-618.731498469469	No	0.992
K09934	18.508595741691	682.109119809347	-339.054559904673	No	0.768
K17742	29.7910500332001	2094.20446542228	-1045.10223271114	No	0.0
K21619	7.50833735717151	1187.29960969876	-591.64980484938	No	0.257
K21009	32.1239268025471	2055.24241015649	-1025.62120507825	No	0.0
K09133	10.7915126175206	806.845910213965	-401.422955106982	No	0.45
K06928	12.486138705783	1380.60849844512	-688.304249222559	No	0.003
K21947	3.70969411884067	476.730273387964	-236.365136693982	No	0.992
K09129	9.41874086002901	1449.76494647288	-722.882473236441	No	0.595
K09766	3.38901823253198	1137.74469563062	-566.872347815311	No	0.988
K00702	10.9087470422571	1387.05596590252	-691.527982951259	No	0.351
K05942	6.26292500312194	757.580589430882	-376.790294715441	No	0.892
K09138	11.7289862490923	1850.01338448942	-923.006692244711	No	0.054
K09143	11.6624906643018	890.695757786128	-443.347878893064	No	0.134
K03738	7.09759286106146	2463.11404790932	-1229.55702395466	No	0.456
K15669	17.4302911828586	1581.86471703591	-788.932358517955	No	0.0
K11783	3.32009786038798	866.144924646832	-431.072462323416	No	0.997
K05577	9.50518415824127	1593.35322975219	-794.676614876096	No	0.604
K00395	6.81026696242998	1145.35189058906	-570.675945294529	No	0.883
K23270	2.55813347318114	520.881415567928	-258.440707783964	No	0.994
K08352	6.81571342624053	1556.79898594292	-776.399492971461	No	0.578
K10094	31.5914236955988	1205.94020780319	-600.970103901597	No	0.048
K07086	19.3370580836236	3470.33424912329	-1733.16712456165	No	0.0
K09836	11.345070302177	793.789004198882	-394.894502099441	No	0.873
K05925	37.4073391876331	3781.4533649315	-1888.72668246575	No	0.0
K21817	28.5753323362473	1723.35392907535	-859.676964537673	No	0.0
K00227	13.5602962402691	1389.94089603244	-692.970448016219	No	0.621
K00476	22.8210627534182	1668.29784020908	-832.148920104541	No	0.002
K11352	21.6477109740879	630.358325122427	-313.179162561214	No	0.097
K18586	9.61627059337326	699.730408831997	-347.865204415998	No	0.879
K18554	26.6417778754371	2486.30572834533	-1241.15286417267	No	0.0
K22027	33.7453944951096	3301.28740945615	-1648.64370472808	No	0.0
K02133	18.0118859526204	806.110634789326	-401.055317394663	No	0.815
K03939	12.1159007623157	795.068468617544	-395.534234308772	No	0.928
K16862	11.0574071246024	1673.81493393111	-834.907466965555	No	0.083
K09942	5.33190659832212	578.667256265257	-287.333628132628	No	0.962
K06714	5.97049097453379	1480.47323652649	-738.236618263245	No	0.955
K02081	16.7604815805966	4267.11492011646	-2131.55746005823	No	0.023
K22908	7.99696699889946	1145.6193031719	-570.809651585951	No	0.001
K22451	6.40176050410999	508.132767272244	-252.066383636122	No	0.879
K20742	14.3214950214221	2008.00079102104	-1002.00039551052	No	0.722
K22106	25.0383332014666	1263.47368775721	-629.736843878605	No	0.095
K11051	16.518686171145	1820.2015770368	-908.1007885184	No	0.021
K06209	2.26849191643028	919.039193327814	-457.519596663907	No	1.0
K00038	20.2922016211924	4466.6057244432	-2231.3028622216	No	0.001
K08969	7.96734203496346	889.773872735289	-442.886936367644	No	0.994
K08996	18.82540454179	2557.76138717168	-1276.88069358584	No	0.18
K13921	18.7513914277407	1305.94113478883	-650.970567394415	No	0.178
K14665	14.7099864072109	1299.14022302637	-647.570111513184	No	0.808
K01250	20.9059286865981	980.261668639109	-488.130834319554	No	0.83
K07498	35.5349173643432	3473.22069273621	-1734.61034636811	No	0.0
K21885	16.0803525046538	2430.51053659073	-1213.25526829537	No	0.245
K17883	4.71281320098909	809.37021884264	-402.68510942132	No	1.0
K13950	15.4705109573384	1917.06138946942	-956.530694734712	No	0.579
K07228	11.8447727799255	2087.1489523871	-1041.57447619355	No	0.956
K00004	26.0450138996958	4759.82022278953	-2377.91011139476	No	0.0
K22886	16.9422131791023	1111.52065795051	-553.760328975257	No	0.905
K17624	29.1641189271015	1596.24862005354	-796.12431002677	No	0.0
K01002	14.615796043206	1837.14248319015	-916.571241595077	No	0.583
K14519	18.6070389095022	1632.4761355551	-814.23806777755	No	0.57
K15372	12.2749242837697	3156.95587763887	-1576.47793881943	No	0.277
K20616	23.4967531496736	610.547052624629	-303.273526312314	No	0.317
K03343	19.2148608453504	826.663650084532	-411.331825042266	No	0.873
K12940	17.5575436214601	2305.06059410597	-1150.53029705298	No	0.164
K03319	21.0181780743036	3260.75142859937	-1628.37571429968	No	0.064
K22960	20.8667114178651	1134.10279256273	-565.051396281367	No	0.256
K03489	23.6101560282198	1221.46575078783	-608.732875393916	No	0.388
K19546	35.070720064487	1268.58564242922	-632.292821214609	No	0.005
K22958	24.97549133572	1594.9252340629	-795.462617031452	No	0.005
K00086	20.9237821113384	907.425886590104	-451.712943295052	No	0.201
K17363	17.7975877481779	803.679229415068	-399.839614707534	No	0.182
K15524	33.1871415782106	1904.04312031358	-950.021560156789	No	0.0
K04727	29.4240498777594	771.324666062427	-383.662333031214	No	0.034
K00068	21.1885789924745	2435.6644129176	-1215.8322064588	No	0.022
K11050	16.7854626349263	1896.15091169541	-946.075455847703	No	0.006
K10709	28.2430555634448	1654.94351133748	-825.471755668739	No	0.0
K16302	14.7404150553193	1737.60467998592	-866.80233999296	No	0.166
K21298	26.7292300101567	1476.98212826066	-736.491064130331	No	0.051
K06971	19.3701041334325	2884.06805314229	-1440.03402657115	No	0.0
K20326	13.3739034830953	873.186076023416	-434.593038011708	No	0.581
K15329	49.9064197153223	1456.94848110182	-726.474240550908	No	0.0
K23349	13.7076322625283	2107.60870915821	-1051.80435457911	No	0.512
K07772	24.3769092097352	1215.65296336768	-605.826481683841	No	0.78
K15515	30.8727002008961	1746.48285114023	-871.241425570115	No	0.0
K16516	34.5994460032179	2218.20033354889	-1107.10016677444	No	0.0
K19640	27.9822874683776	1482.25012374157	-739.125061870783	No	0.017
K07511	16.4044232676997	540.678919678512	-268.339459839256	No	0.879
K15599	17.1031371240977	2441.05961608059	-1218.5298080403	No	0.351
K15598	15.8759066414464	2463.23621289583	-1229.61810644791	No	0.558
K17509	17.8706847828775	1477.18739149901	-736.593695749503	No	0.535
K05499	20.0749029468857	2149.69525308882	-1072.84762654441	No	0.872
K22299	19.2749397807455	2094.40951421854	-1045.20475710927	No	0.02
K18166	13.917614770106	1489.52103250875	-742.760516254375	No	0.729
K15509	27.7541447736295	3901.43648996841	-1948.7182449842	No	0.0
K09683	18.6555617587396	1043.63844779721	-519.819223898605	No	0.641
K07784	29.9130374928273	1158.45736560889	-577.228682804445	No	0.738
K18195	31.3957087950964	1135.1523119937	-565.57615599685	No	0.011
K10708	40.038826651221	1813.61414160033	-904.807070800163	No	0.0
K13735	13.4113317138104	1269.82197672894	-632.910988364469	No	0.874
K12059	42.460430543816	1954.01043635682	-975.005218178412	No	0.0
K05811	15.533719448369	1666.01637612524	-831.008188062618	No	0.626
K11925	14.2306574323439	1089.24055604386	-542.62027802193	No	0.988
K09824	16.9563022455412	1842.99382643859	-919.496913219296	No	0.895
K15737	35.9634801726226	1307.06737432365	-651.533687161826	No	0.108
K08315	13.9468684033011	1087.11441661556	-541.557208307781	No	0.879
K09612	29.1544373477863	1124.38736089514	-560.193680447571	No	0.853
K00879	35.3428206252453	653.687362523974	-324.843681261987	No	0.71
K02430	26.9181273901237	1339.67705779992	-667.83852889996	No	0.681
K01407	6.88048841355023	351.436113700922	-173.718056850461	No	1.0
K09900	9.58462130575119	532.823653231971	-264.411826615986	No	0.999
K08306	8.05049150923698	1074.0610558528	-535.030527926398	No	0.995
K18288	27.883989268339	770.055091984068	-383.027545992034	No	0.082
K01460	25.744778163784	548.110928437127	-272.055464218563	No	0.952
K09251	6.06346863688058	1911.43959003748	-953.719795018739	No	0.623
K03748	5.72486626884407	2916.35165699571	-1456.17582849786	No	0.98
K16371	31.9046185595636	1835.09190922255	-915.545954611275	No	0.213
K09979	3.92450403159225	1149.56290621298	-572.781453106492	No	0.985
K08485	3.07438933453123	489.715088420077	-242.857544210039	No	1.0
K00885	24.9829149581498	894.956423051525	-445.478211525762	No	0.818
K03290	29.6376483388244	1011.82928805237	-503.914644026184	No	0.551
K22104	31.0550690210628	1440.33107531057	-718.165537655283	No	0.155
K13638	6.21171314219337	502.582716033716	-249.291358016858	No	1.0
K06141	14.9312096470893	652.098024613542	-324.049012306771	No	0.994
K06156	20.9909192061882	1505.48786267888	-750.743931339442	No	0.736
K10710	30.0918496261015	2664.18602332479	-1330.09301166239	No	0.0
K01194	14.6628955825713	2542.29295722854	-1269.14647861427	No	0.727
K21602	34.2048661788574	688.945597781388	-342.472798890694	No	0.757
K02798	19.4857080322429	1830.50368802903	-913.251844014514	No	0.795
K02562	11.9862424787071	729.005134565023	-362.502567282511	No	0.993
K14762	5.87723526547841	308.789079343097	-152.394539671549	No	1.0
K02840	31.5649616402128	1055.37533584257	-525.687667921285	No	0.021
K02849	9.33803595310461	901.982809742179	-448.99140487109	No	0.982
K03445	27.60931866801	616.463386997798	-306.231693498899	No	0.972
K07783	22.6981158227549	1084.259026491	-540.1295132455	No	0.907
K07686	28.592960355615	587.951391214368	-291.975695607184	No	0.979
K08154	13.3254770430272	592.785906916686	-294.392953458343	No	0.996
K13636	32.6262838313863	1045.60324296089	-520.801621480443	No	0.732
K13629	48.4868801638636	652.57532531754	-324.28766265877	No	0.642
K07647	23.3732936520858	1060.97982433151	-528.489912165756	No	0.645
K19776	35.9559094779533	839.454836841026	-417.727418420513	No	0.54
K02521	2.79975319518525	752.856468529036	-374.428234264518	No	0.999
K16704	9.13046108751294	1498.66016962747	-747.330084813733	No	0.9
K11938	3.1134323601399	623.806534621966	-309.903267310983	No	0.999
K22110	26.3616251699348	1028.43210645042	-512.216053225208	No	0.91
K15922	32.4538643825732	1755.38930033205	-875.694650166023	No	0.0
K01671	33.4421782044212	825.386890045716	-410.693445022858	No	0.427
K08318	35.1255818497265	923.831589196337	-459.915794598168	No	0.36
K01521	13.6990789769102	1247.98849632514	-621.994248162572	No	0.971
K11216	25.8371767255443	1676.57698924362	-836.288494621812	No	0.208
K08321	21.5282753558377	1636.69217618495	-816.346088092474	No	0.152
K03591	5.2648643506588	460.306183196861	-228.15309159843	No	1.0
K07803	3.89885788684079	597.045158847558	-296.522579423779	No	0.979
K07709	4.75894658735634	896.880228109941	-446.440114054971	No	0.878
K07713	11.0525639509442	1206.44512996285	-601.222564981427	No	0.594
K05775	13.3382493334378	694.064023979143	-345.032011989572	No	0.994
K09994	20.8773728496046	758.834887536416	-377.417443768208	No	0.628
K03759	46.3922422085767	643.981996298436	-319.990998149218	No	0.768
K23237	37.5774014345774	1199.89364895343	-597.946824476713	No	0.044
K11104	23.9366912098236	1238.04116480401	-617.020582402003	No	0.046
K07792	12.357867410079	1417.2917009813	-706.64585049065	No	0.968
K07306	15.5727004748436	1852.62585755755	-924.312928778773	No	0.482
K07307	16.5538805693454	2071.84415617721	-1033.9220780886	No	0.378
K07308	16.4442314500024	1681.1331612183	-838.566580609152	No	0.686
K07791	10.5054176866707	1590.9674874827	-793.483743741349	No	0.955
K16263	21.2005871838826	2252.16385975615	-1124.08192987807	No	0.533
K16347	31.4477659079546	540.236431791181	-268.11821589559	No	0.931
K22051	3.23647244852881	287.994986802085	-141.997493401042	No	1.0
K09980	21.9629149937462	1416.79931179121	-706.399655895605	No	0.762
K03477	22.8182249179654	1982.183858991	-989.091929495499	No	0.401
K08138	24.3997080472499	2162.93357085744	-1079.46678542872	No	0.009
K15536	9.81739607114148	816.419889697089	-406.209944848544	No	0.993
K03485	14.9050497261431	527.347792390948	-261.673896195474	No	0.995
K06155	16.1150183005248	1052.58731710227	-524.293658551135	No	0.935
K12957	18.5860042162119	1818.48868098307	-907.244340491536	No	0.374
K13637	25.8909755614671	1084.0479088679	-540.023954433948	No	0.791
K19048	27.1317783892861	1800.13440749023	-898.067203745115	No	0.211
K13255	26.6081078075792	2755.39061090046	-1375.69530545023	No	0.122
K08723	9.77190513958501	570.030759051321	-283.01537952566	No	0.996
K07186	4.42490793293785	620.763545051888	-308.381772525944	No	1.0
K03720	2.83168262515351	598.336317346477	-297.168158673238	No	1.0
K02099	17.3078833160966	2368.31432911333	-1182.15716455666	No	0.395
K05798	5.89406491855169	873.68606242999	-434.843031214995	No	0.988
K04772	5.39812170863194	848.322098273069	-422.161049136535	No	1.0
K01582	17.5806165226084	541.52239663511	-268.761198317555	No	0.997
K19000	12.9540441445532	1628.20636409971	-812.103182049854	No	0.933
K06080	3.44901136917608	300.669524334465	-148.334762167232	No	1.0
K11898	31.3585509378093	2378.83926254861	-1187.41963127431	No	0.001
K11750	5.20402402597008	889.545294638047	-442.772647319024	No	0.997
K08178	15.7396409655294	1386.90262956862	-691.45131478431	No	0.89
K18988	13.1454094416313	1111.64642836198	-553.823214180991	No	0.934
K17938	3.27843389389793	898.164565164507	-447.082282582254	No	0.995
K03756	27.5074052961675	1429.69464034218	-712.847320171089	No	0.451
K08160	10.0287351617209	435.883071573421	-215.94153578671	No	1.0
K10678	10.5169792142635	355.830300901218	-175.915150450609	No	0.999
K11933	16.6822319246883	609.463724112093	-302.731862056047	No	0.999
K10906	106.662412724395	1769.44873722357	-882.724368611783	No	0.0
K09909	5.33476634793041	687.548062259226	-341.774031129613	No	1.0
K08344	17.7700404842944	1237.75044352827	-616.875221764136	No	0.904
K01085	18.7849327312735	602.82739280295	-299.413696401475	No	0.987
K17948	30.364646629941	620.834199199456	-308.417099599728	No	0.703
K04334	36.0721772323223	1293.73738136805	-644.868690684023	No	0.196
K02846	19.9230168471211	1191.75183126099	-593.875915630494	No	0.912
K07251	8.03844074700521	1046.8495272833	-521.424763641651	No	0.989
K00884	16.2037152615316	2231.25482050703	-1113.62741025351	No	0.703
K04064	8.31675804289815	386.327895535595	-191.163947767798	No	0.999
K03490	23.4759608919044	942.126716639106	-469.063358319553	No	0.826
K13695	13.8936622973225	876.050160430442	-436.025080215221	No	0.996
K12507	35.7639652610585	1243.95311887468	-619.97655943734	No	0.001
K10748	6.38942222338722	476.400534880521	-236.20026744026	No	0.999
K08322	29.1046959507147	2016.61908700061	-1006.30954350031	No	0.018
