trait	alpha	aic	logLik	GBDT40	Dstats
K01801	19.2475632294574	1536.41499393944	-766.20749696972	No	0.809
K07666	12.1860534428824	1719.96065455882	-857.980327279409	No	0.969
K02234	8.77585161288073	5728.47454968144	-2862.23727484072	No	0.529
K11890	23.9310631349932	2889.55005131081	-1442.7750256554	No	0.15
K11902	22.8750611878424	3632.15620461732	-1814.07810230866	No	0.043
K07516	11.2766297117682	2486.96676657798	-1241.48338328899	No	0.831
K05396	18.327440162552	4044.74657027598	-2020.37328513799	No	0.001
K08167	10.2719327938086	4040.86530554245	-2018.43265277122	No	0.825
K22296	26.2704782916554	2577.47929614148	-1286.73964807074	No	0.0
K08369	13.7039672183059	4864.59208829101	-2430.29604414551	No	0.3
K18030	40.2076384397377	1323.76842394564	-659.884211972818	No	0.062
K18029	32.8377153953048	2273.36439422839	-1134.68219711419	No	0.003
K00480	15.1933581284038	4621.52484950477	-2308.76242475238	No	0.273
K14974	44.4023539180863	1361.5598438738	-678.779921936901	No	0.024
K15357	44.9415884197244	1591.78268117057	-793.891340585284	No	0.015
K18028	37.8103712628535	2126.81676814902	-1061.40838407451	No	0.004
K13995	32.4638574052592	4078.29662960548	-2037.14831480274	No	0.0
K07402	7.73493717729152	6182.82093223691	-3089.41046611846	No	0.177
K07141	8.93220287387218	6623.3172930029	-3309.65864650145	No	0.024
K02012	10.9871859348801	7113.50560164169	-3554.75280082084	No	0.0
K03412	5.8517162861347	5198.02985456833	-2597.01492728417	No	0.802
K06886	4.04784192483111	4069.9848240986	-2032.9924120493	Yes	0.997
K06151	23.6490700016053	3016.46508921857	-1506.23254460928	No	0.097
K06152	18.1761112423313	3896.24605273379	-1946.12302636689	No	0.047
K08726	19.0225853502832	3574.90865342229	-1785.45432671115	No	0.068
K09965	21.2179792256848	2262.79202446847	-1129.39601223424	No	0.087
K22879	28.7090988771849	2490.52819015751	-1243.26409507875	No	0.027
K01068	32.4667047965067	2344.99167738562	-1170.49583869281	No	0.0
K17737	22.1967735810395	2735.94540210093	-1365.97270105047	No	0.517
K01607	16.5270944803226	8304.59311612273	-4150.29655806137	No	0.0
K00101	11.8657847163188	4791.1139437845	-2393.55697189225	No	0.623
K01173	12.4476750959729	5256.73398051667	-2626.36699025833	No	0.075
K03457	17.9582441464923	5905.97784712302	-2950.98892356151	No	0.0
K20971	17.0574370257396	1378.75896067379	-687.379480336896	No	0.808
K07491	19.611544081933	10008.7607158858	-5002.38035794289	No	0.0
K09941	6.76794039757996	1347.55631176192	-671.778155880962	No	0.997
K21645	17.9215653777385	2689.02255875028	-1342.51127937514	No	0.828
K07274	10.8524841748356	3505.25376579981	-1750.62688289991	No	0.886
K05874	16.9393262761504	836.171123833857	-416.085561916929	No	0.992
K04760	1.97704211333247	1128.64965268769	-562.324826343844	No	1.0
K00574	4.85163056596273	4518.78713835117	-2257.39356917558	No	0.954
K00108	8.09598638959296	5283.98281952494	-2639.99140976247	No	0.76
K03832	1.81204037920227	2267.90264023349	-1131.95132011674	No	1.0
K02406	4.96855706212164	4507.06044232558	-2251.53022116279	No	0.949
K21498	39.0119385243214	9688.61267743997	-4842.30633871999	No	0.0
K00355	26.8975822115315	7111.51036870921	-3553.7551843546	No	0.0
K13993	12.8327626473662	7847.078946931	-3921.5394734655	No	0.0
K02013	8.92174477764296	5169.08981612632	-2582.54490806316	No	0.002
K02015	7.60409273612911	3880.59795402258	-1938.29897701129	No	0.106
K02016	8.55037381909722	4546.38313207124	-2271.19156603562	No	0.008
K16089	21.4931698406512	3686.25492528771	-1841.12746264385	No	0.07
K07662	10.2341209710527	2291.53070653881	-1143.76535326941	No	0.973
K07640	8.79329846701284	990.502185836468	-493.251092918234	No	1.0
K09810	2.31261381176785	2713.5026160306	-1354.7513080153	No	1.0
K09808	0.912378622528787	1238.79448423761	-617.397242118803	No	1.0
K12678	37.0537605312307	865.624474042869	-430.812237021434	No	0.683
K13021	26.2046981487147	2989.41416130092	-1492.70708065046	No	0.283
K16216	8.58632406798897	1886.93240096915	-941.466200484575	No	0.954
K05782	14.5515901664936	5100.07392365495	-2548.03696182748	No	0.175
K13628	4.2428954062726	2890.93754011009	-1443.46877005505	No	1.0
K13643	1.76734224799505	1419.75254156754	-707.876270783769	No	1.0
K00832	5.25880700644187	1064.60239345691	-530.301196728455	No	1.0
K01356	1.94752505423083	2352.108372315	-1174.0541861575	No	1.0
K07387	8.7673610307871	3670.22884856733	-1833.11442428367	No	0.952
K01627	1.21160142366472	1691.52727209405	-843.763636047023	No	1.0
K07023	11.5988313229815	5390.28518682173	-2693.14259341086	No	0.007
K02443	6.90996519122033	2795.31346656654	-1395.65673328327	No	0.841
K00803	12.636561131556	3705.28631565939	-1850.64315782969	No	0.254
K00111	7.06706437314055	5195.91322153757	-2595.95661076879	No	0.167
K14267	4.01011222879487	2083.21452438967	-1039.60726219484	No	1.0
K00674	0.83834529765081	1124.09456677252	-560.047283386261	No	1.0
K01439	4.08405320325881	4073.21779741151	-2034.60889870575	No	0.948
K07320	0.917414185850517	696.192774794839	-346.096387397419	No	1.0
K00428	8.30413060029928	5480.61488327777	-2738.30744163888	No	0.402
K04092	2.58099422658685	1534.37888496835	-765.189442484173	No	1.0
K00507	3.56822588613716	2754.06783466182	-1375.03391733091	No	0.999
K14591	23.4862061950993	1961.12075328491	-978.560376642454	No	0.122
K07038	8.06897796621701	5789.78531969149	-2892.89265984574	No	0.397
K04063	6.41347079932522	5524.80179920412	-2760.40089960206	Yes	0.699
K07506	18.2648458295755	5439.06148682418	-2717.53074341209	No	0.005
K03299	11.9629038143652	7280.97268593847	-3638.48634296924	No	0.0
K07126	8.24923062452275	6426.23032124444	-3211.11516062222	No	0.118
K03118	1.55027265760029	1831.8824760847	-913.941238042351	No	1.0
K03117	2.65330182727631	2748.22973776267	-1372.11486888133	No	1.0
K03116	1.95995213850432	2279.75784496608	-1137.87892248304	No	0.998
K01523	2.4084983774841	1993.04302636818	-994.521513184092	No	1.0
K01693	5.39821306066635	4971.52462527627	-2483.76231263813	No	0.918
K01992	13.5130329245045	4431.15573719494	-2213.57786859747	No	0.0
K07323	1.10127973054602	1077.02588001883	-536.512940009416	No	1.0
K04754	1.38757217613236	1180.85204316379	-588.426021581895	No	1.0
K07275	9.88155145681839	3439.81580851554	-1717.90790425777	No	0.987
K07160	7.57252359822634	5900.88065872245	-2948.44032936122	No	0.371
K02160	3.41446241117963	3297.01116031993	-1646.50558015997	No	0.997
K00265	5.72239395196477	5134.13673074103	-2565.06836537052	No	0.549
K01070	4.31684253363176	2597.90916191945	-1296.95458095972	No	1.0
K03089	0.428222225707908	435.011544951945	-215.505772475972	No	1.0
K03316	9.95316516376219	6565.27573190695	-3280.63786595347	No	0.044
K02275	2.11617290745436	2558.92409200537	-1277.46204600269	Yes	1.0
K02274	2.57397591607323	2519.5081334132	-1257.7540667066	Yes	1.0
K02276	2.3887018939934	2788.80729272709	-1392.40364636355	No	1.0
K14998	2.35129823497328	1844.75274635374	-920.376373176872	No	1.0
K02259	1.57559500271029	1979.75829642079	-987.879148210397	Yes	1.0
K02257	1.53932918560861	2064.01234961713	-1030.00617480856	Yes	1.0
K07152	1.61511054616574	2100.09534133272	-1048.04767066636	No	1.0
K06077	5.01805635616874	2099.15330784276	-1047.57665392138	No	0.999
K08169	13.3977001045216	1984.51827199244	-990.259135996219	No	0.962
K00012	8.81584555815799	6337.41501229496	-3166.70750614748	No	0.001
K00549	10.5661813119865	7192.18850614966	-3594.09425307483	No	0.0
K16048	17.3302539064407	2817.00537540552	-1406.50268770276	No	0.749
K00278	6.19394539417195	5557.39394925956	-2776.69697462978	No	0.496
K03517	6.86035325878126	5216.64947222359	-2606.32473611179	No	0.342
K01750	18.9233719775444	2621.29245764724	-1308.64622882362	No	0.332
K21699	20.832277373135	2502.88766121066	-1249.44383060533	No	0.713
K07264	11.0013194335592	3663.17542931392	-1829.58771465696	No	0.505
K15726	7.44851139089769	3635.07463530491	-1815.53731765246	No	0.935
K15727	11.479025449905	4329.40898175674	-2162.70449087837	No	0.275
K15725	11.2203321323664	3881.20314477936	-1938.60157238968	No	0.426
K11751	9.63460668607717	3420.0090570136	-1708.0045285068	No	0.849
K00121	4.61411083371604	2638.02286441498	-1317.01143220749	No	0.999
K23239	27.4718180578904	1756.13249214196	-876.066246070979	No	0.648
K05836	12.8262264982926	3059.32009249222	-1527.66004624611	No	0.925
K09975	14.2081000452776	4012.26208147182	-2004.13104073591	No	0.514
K01712	8.46627595752341	6367.80629783663	-3181.90314891832	No	0.132
K01745	8.91686206700222	6613.46662948947	-3304.73331474473	No	0.037
K16234	28.7453302483531	1020.12048652915	-508.060243264577	No	0.942
K01468	8.45948513700416	6279.01675017324	-3137.50837508662	No	0.143
K07346	31.6655880769126	2024.52898091469	-1010.26449045735	No	0.629
K07347	24.7633483345596	2526.48161059884	-1261.24080529942	No	0.792
K05301	17.0628449123125	7178.81181732995	-3587.40590866497	No	0.0
K06137	17.4324609598656	3993.13561739803	-1994.56780869902	No	0.204
K07090	5.72379994033447	2716.83417396949	-1356.41708698475	No	0.448
K22187	16.8081500826731	4699.49924573336	-2347.74962286668	No	0.016
K00523	5.77007034685059	1721.45916601389	-858.729583006943	No	0.988
K20938	22.1783637500163	3764.39644152647	-1880.19822076323	No	0.098
K00299	8.90105891286684	4450.42228820557	-2223.21114410279	No	0.89
K02051	8.04526111700218	5921.29521739554	-2958.64760869777	No	0.048
K15553	19.099863819734	5647.84159085419	-2821.92079542709	No	0.0
K04091	16.4263943154097	4804.85705527392	-2400.42852763696	No	0.124
K02050	7.88705459083137	5751.51302692217	-2873.75651346108	No	0.087
K15554	18.1488415286346	5685.63253680439	-2840.81626840219	No	0.0
K15555	20.1959548553853	4940.97826068771	-2468.48913034386	No	0.002
K01073	9.85593041167518	3969.30455450313	-1982.65227725157	No	0.842
K00124	9.49865492292378	4503.2613595598	-2249.6306797799	No	0.691
K00127	8.42569881609303	3679.36931720062	-1837.68465860031	No	0.883
K02380	12.3603075655464	2741.20525806961	-1368.6026290348	No	0.854
K01042	9.1575647101654	6133.23840919071	-3064.61920459535	No	0.025
K03833	7.76089119485328	4644.79657077399	-2320.39828538699	No	0.389
K01008	7.86152819410917	5756.10240159129	-2876.05120079565	No	0.215
K09959	13.4188189050617	4834.005324541	-2415.0026622705	No	0.295
K00138	12.8735695559359	6536.16196097294	-3266.08098048647	No	0.011
K21405	13.8988308898857	4439.92350356353	-2217.96175178177	No	0.107
K06195	1.85371478433139	1236.22309651695	-616.111548258474	No	1.0
K08304	1.80325721553266	1332.16239080092	-664.08119540046	No	1.0
K03981	1.72334404828224	1245.27580835669	-620.637904178347	No	1.0
K01633	3.65943704411692	3832.89121612287	-1914.44560806144	No	0.865
K01055	14.3591563129007	3738.85118484516	-1867.42559242258	No	0.57
K01799	17.9999128600024	4737.02265932215	-2366.51132966107	No	0.006
K02113	2.67911235259713	2327.49687606863	-1161.74843803431	No	0.924
K01599	1.52485802814187	1980.67395794219	-988.336978971094	Yes	1.0
K03656	1.38710880292323	536.811588774567	-266.405794387283	No	1.0
K01295	15.4002100628128	6018.16021758655	-3007.08010879327	No	0.0
K06446	21.3590192519702	3624.14594837117	-1810.07297418559	No	0.055
K18703	25.97763938435	1452.37952008799	-724.189760043994	No	0.426
K00074	4.72673888747353	4659.55516327946	-2327.77758163973	No	0.97
K00450	32.8935512870509	4808.12724884163	-2402.06362442082	No	0.0
K01502	35.0665758154523	2990.57102756122	-1493.28551378061	No	0.0
K15735	25.9488085592193	3284.17690181492	-1640.08845090746	No	0.001
K01432	11.5548111163258	2677.74535932163	-1336.87267966082	No	0.668
K03098	12.4372325527914	4655.43069642333	-2325.71534821167	No	0.418
K01919	2.84296141838658	2993.27317143471	-1494.63658571735	No	1.0
K16844	23.4703691553948	1587.33559642296	-791.66779821148	No	0.182
K16843	3.79676971619262	3124.95642022607	-1560.47821011303	No	0.998
K00641	4.57389100451309	4620.24465260665	-2308.12232630332	No	0.98
K08218	1.98235999900119	1864.51356735687	-930.256783678435	No	1.0
K06350	11.122039135048	1752.9706453624	-874.485322681199	No	0.809
K06351	10.2691244048551	3211.02913717439	-1603.5145685872	No	0.467
K06991	12.4586389623441	3858.30857257173	-1927.15428628586	No	0.563
K07657	2.06365279212444	1599.86754269081	-797.933771345407	No	1.0
K03183	1.66917616249491	2226.7778662803	-1111.38893314015	No	1.0
K03690	1.1927733546742	507.232399427563	-251.616199713781	No	1.0
K03688	5.06971236242063	4708.49698040639	-2352.2484902032	No	0.94
K12340	2.98329587625751	2643.14251471254	-1319.57125735627	No	1.0
K00573	2.48416672187312	2913.53789903857	-1454.76894951928	No	1.0
K03149	7.47838217151195	5952.76097071336	-2974.38048535668	No	0.126
K05799	10.0860594892379	6589.84327550592	-3292.92163775296	No	0.019
K00098	25.3214672430976	3349.19805278688	-1672.59902639344	No	0.002
K08323	23.5007104784046	4445.47300982911	-2220.73650491456	No	0.0
K00040	20.0955396324172	2954.71119387715	-1475.35559693857	No	0.354
K21801	42.66764528038	1553.38028559448	-774.690142797242	No	0.025
K03575	2.34244963509965	2535.77546591501	-1265.88773295751	No	0.927
K04090	9.06900729971219	2754.17026600036	-1375.08513300018	No	0.97
K18199	21.4998627435102	7243.12315387788	-3619.56157693894	No	0.0
K03411	6.62534343838895	4352.39284077297	-2174.19642038649	No	0.892
K09811	1.0514781370793	1701.13673759499	-848.568368797493	No	1.0
K09812	1.39831645391796	2176.11548682741	-1086.0577434137	No	0.999
K09969	4.62181467559717	2401.89782685954	-1198.94891342977	No	0.997
K01476	8.4282210856564	4523.69213391785	-2259.84606695892	No	0.717
K11208	25.437356052611	925.068667152035	-460.534333576018	No	0.847
K21430	9.63220656152945	5411.95847661021	-2703.97923830511	No	0.406
K01779	18.3562710958091	8533.5289371058	-4264.7644685529	No	0.0
K02027	6.98087403657407	5942.16703860386	-2969.08351930193	No	0.366
K05813	12.6794092046868	5140.46322027545	-2568.23161013773	No	0.136
K02025	6.00626430146941	5407.5267484741	-2701.76337423705	No	0.638
K05814	13.3124010821868	4561.0456360458	-2278.5228180229	No	0.294
K05815	12.8675651716013	5166.35996720046	-2581.17998360023	No	0.113
K05816	10.3634765047891	3765.72089462248	-1880.86044731124	No	0.674
K07002	13.5605330992134	5364.48533810978	-2680.24266905489	No	0.179
K09688	19.3456748326017	3285.98436988996	-1640.99218494498	No	0.073
K01991	3.06153558575849	3180.02690625371	-1588.01345312685	No	1.0
K02474	10.5868361424772	6235.89682100568	-3115.94841050284	No	0.009
K04047	6.98990363265177	5962.27342555057	-2979.13671277528	No	0.056
K04761	2.38944343808084	2448.76330460286	-1222.38165230143	No	1.0
K02011	10.9190053867098	7177.11810936262	-3586.55905468131	No	0.0
K18148	27.7570599623909	1877.38836222572	-936.69418111286	No	0.002
K02839	27.5016842311796	2506.57241867754	-1251.28620933877	No	0.007
K06911	5.62169954138687	4951.0954034587	-2473.54770172935	No	0.614
K07712	2.20327397520123	1258.47395803589	-627.236979017944	No	1.0
K07708	1.20440342303798	818.957782959246	-407.478891479623	No	1.0
K00989	1.15458792003132	1704.61339622224	-850.30669811112	No	1.0
K11733	7.37199397414814	2032.18752546999	-1014.09376273499	No	0.999
K01241	3.19322855229895	1790.0540502417	-893.02702512085	No	1.0
K19303	14.3958625511832	1243.19377156645	-619.596885783225	No	0.977
K15125	26.0020984874137	3057.719190056	-1526.859595028	No	0.062
K07326	27.3848729529613	2710.53690728179	-1353.2684536409	No	0.104
K19713	21.6428616824845	3877.51524671554	-1936.75762335777	No	0.0
K10037	10.289284477586	3429.23671778819	-1712.6183588941	No	0.8
K01469	13.4074393019701	3075.27491736059	-1535.6374586803	No	0.243
K03426	2.93761380338294	3106.23653704443	-1551.11826852222	No	1.0
K22210	20.4160403596551	5290.5608380372	-2643.2804190186	No	0.0
K00209	3.78693126562766	2410.30409575018	-1203.15204787509	No	0.995
K02010	11.0887197200067	7058.45388311195	-3527.22694155597	No	0.0
K10804	7.46145811420371	6182.14538120645	-3089.07269060323	No	0.311
K03770	0.898622663056053	1124.51985739712	-560.259928698561	No	1.0
K07115	2.98097520488918	1727.48709598925	-861.743547994623	No	1.0
K07213	12.3829202044059	6020.67788529011	-3008.33894264506	No	0.001
K19591	9.14458394283247	3125.01331550067	-1560.50665775033	No	0.982
K06006	7.88083053656277	2952.3227688	-1474.1613844	No	0.947
K07501	2.99511544247587	1834.93927326995	-915.469636634976	No	1.0
K06194	3.38553593746868	2824.50829920963	-1410.25414960482	No	1.0
K03787	2.88923716711303	3157.22473131264	-1576.61236565632	No	1.0
K06901	6.50793402708238	4874.66939987868	-2435.33469993934	No	0.416
K06996	12.5756530548526	7298.26325810698	-3647.13162905349	No	0.0
K02049	9.34349595521799	6387.55971676686	-3191.77985838343	No	0.035
K01297	6.57916079083592	5562.11016548021	-2779.05508274011	No	0.658
K05566	6.75516594190651	5357.90980898551	-2676.95490449275	No	0.654
K00285	8.28717894032563	5262.31648934219	-2629.15824467109	No	0.762
K14761	3.11012521580233	3123.25761148387	-1559.62880574194	No	1.0
K07448	68.2525937002614	11287.8191458078	-5641.9095729039	No	0.0
K00638	29.3576566708633	2497.91159744777	-1246.95579872389	No	0.016
K02444	7.61216937376957	2808.3040963509	-1402.15204817545	No	0.993
K23256	18.8812941783041	3796.20364885721	-1896.10182442861	No	0.354
K01993	10.7189600415334	5716.46381035191	-2856.23190517595	No	0.09
K19055	10.4753052054728	5117.20944935677	-2556.60472467839	No	0.081
K10680	13.1550793834235	6503.632255764	-3249.816127882	No	0.008
K15034	4.50964875731879	3771.58955556012	-1883.79477778006	No	0.997
K06075	14.7724699630455	6673.59615538854	-3334.79807769427	No	0.0
K21695	18.0503143675555	1694.58981100613	-845.294905503063	No	0.977
K15548	21.3652804572913	1572.8742463974	-784.437123198702	No	0.966
K06999	4.8669163155441	4510.02483162414	-2253.01241581207	No	0.981
K14160	8.18048867303563	2707.2912879373	-1351.64564396865	No	0.961
K14161	6.17574662375713	3417.77223020601	-1706.88611510301	No	0.992
K14162	5.66046610306932	3625.89268171895	-1810.94634085948	No	0.988
K05275	13.7418281425034	7648.40732330292	-3822.20366165146	No	0.0
K03462	20.9817699897837	2966.58899998941	-1481.29449999471	No	0.007
K00812	4.34396979563104	4501.83694204694	-2248.91847102347	No	0.983
K16137	14.3687842795571	7268.29212563259	-3632.14606281629	No	0.0
K12262	4.11298201100178	2814.23068282278	-1405.11534141139	No	0.999
K07157	4.15036649066783	2749.06370627299	-1372.53185313649	No	1.0
K04750	11.2588675128725	7268.62857873504	-3632.31428936752	No	0.0
K02557	4.39085995799115	4502.03952508129	-2249.01976254064	No	0.962
